Country Name,comp_qual_log,ship_freq,track_trace_log,infra_qual,log_perf_ind,customs_eff,comp_priced_ship,rule_of_law,political_stability,corr_control,voice_account,govt_eff,reg_qual,legal_rights_ind,food_imp,credit_bureau_covg,fem_sec_educ,fem_prim_educ,prim_compl_fem,enroll_sec_fem_gross,fem_prim_teachers,pupil_teach_ratio_prim,emp_to_pop_ratio_15_plus,external_bal_goods,consump_exp,account_balance,export_good_services,external_health_exp,out_of_pocket_health_exp,dom_govt_health_exp,crop_prod_ind,food_prod_ind,repeaters_female_prim,export_val_ind,goods_exports,goods_imports,mmr,gdp,women_hiv,skilled_health_staff
Afghanistan,1.92,2.38,1.7,1.81,1.95,1.73,2.1,-1.68858671188354,-2.75326204299927,-1.50288057327271,-1.00705206394196,-1.50134539604187,-1.13820362091064,10,34.0330576607125,0,35.28181,38.95507,69.7666091918945,41.1315994262695,36.0520286560059,48.78979,NA,NA,NA,-21.1567791326351,NA,19.73445702,76.22302246,1.90904689,94.93,96.07,3.80515,153.1663181047,875242667.370635,6620779250.25141,663,18418860354.4238,29,58.8
Albania,2.56,3.2,2.67,2.29,2.66,2.35,2.82,-0.414187848567963,0.366642981767654,-0.545840263366699,0.188694432377815,0.0806501731276512,0.256079822778702,8,14.0435873264872,0,49.70777,47.42217,104.547821044922,96.664680480957,84.9326324462891,17.57287,45.22,-13.6642752987277,90.3942824577642,-6.7049216613506,31.5719544148007,1.05872059,56.48965073,9.80235767,106.2,106.08,0.68867,149.7324460631,1163648667.07628,4544969328.78645,5,15156424061.9815,25.9,99.8
Algeria,2.39,2.76,2.6,2.42,2.45,2.13,2.39,-0.807303428649902,-0.842121779918671,-0.658660113811493,-0.995128452777863,-0.488373935222626,-1.34690141677856,2,NA,0,50.72398,47.82363,103.524276733398,NA,80.535041809082,24.32018,NA,-6.34319012251144,59.272247405598,-9.66528865761593,25.8611508241538,0.02693869,32.62851715,10.73443604,115.36,108.6,3.67491,120.5636321868,41123518094.3812,48284091542.4764,79,174910891124.491,46.5,NA
American Samoa,NA,NA,NA,NA,NA,NA,NA,1.29671347141266,1.16608023643494,1.78090953826904,NA,0.498739510774612,-0.306241989135742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.3677621283255,NA,NA,68.2316118935837,NA,NA,NA,NA,NA,NA,99.5548812393,NA,NA,NA,639000000,NA,NA
Andorra,NA,NA,NA,NA,NA,NA,NA,1.53662586212158,1.39100873470306,1.17916560173035,1.04732167720795,1.87926542758942,1.18732905387878,NA,22.1275286080598,NA,49.3913,47.83815,62.3595504760742,96.5914077758789,79.8543701171875,10.49757,NA,NA,NA,NA,NA,NA,12.24691391,14.72336102,NA,NA,0.72499,144.6316802689,NA,NA,NA,3218419896.93327,NA,NA
Angola,2,2.59,2,1.86,2.05,1.57,2.2,-1.00093221664429,-0.347750902175903,-1.19925093650818,-0.903365194797516,-1.00511503219604,-0.8006831407547,1,20.4742098971902,0,NA,NA,NA,NA,NA,NA,NA,15.2945663336239,66.8360130986179,9.51578137262661,40.8362898299819,3.40596294,36.2641983,5.36431932,105.93,105.59,NA,122.8341732852,40757766796.592,15797847354.35,233,77792944471.9494,66.2,NA
Antigua and Barbuda,NA,NA,NA,NA,NA,NA,NA,0.376565635204315,0.822919726371765,0.236239701509476,0.579138517379761,-0.0534708015620708,0.401309967041016,5,27.3848165605152,0,48.95696,49.20478,107.729469299316,118.902061462402,92.1568603515625,12.40564,NA,-6.01884197116006,68.4975258950167,-14.5604850942345,64.5720629235058,0.09705941,23.66021156,13.07453442,87.95,87.56,1.04397,38.9823349139,42970058.4666667,622729546.1,19,1604770370.37037,NA,NA
Argentina,2.78,3.37,3.05,2.77,2.89,2.42,2.92,-0.219662562012672,0.00680991401895881,-0.098668172955513,0.539418399333954,0.0280940532684326,-0.195977628231049,2,6.86536216997546,100,NA,NA,101.081398010254,112.910827636719,NA,NA,44.32,-1.88916445518585,85.275279443618,-5.16055251029552,14.4366857499034,0.30367181,27.83134079,15.30844116,92.17,97.49,NA,108.8000140727,61801002638.2899,62544230316.48,34,524819898586.906,35.8,99.5
Armenia,2.5,2.9,2.51,2.48,2.61,2.57,2.65,-0.19733352959156,-0.451120525598526,-0.408891350030899,-0.130894392728806,-0.170385882258415,0.350590288639069,6,16.2201533718823,80,47.77225,46.70534,98.5882186889648,87.9782333374023,NA,15.41859,56.15,-13.6873189639974,91.2875796372273,-7.22812301766319,39.3928940286073,1.216784,84.27638245,5.13385916,71.74,83.48,0.31262,162.394682365,2724729180.6251,4488140884.45777,25,12457940705.3088,31.8,NA
Aruba,NA,NA,NA,NA,NA,NA,NA,1.2594119310379,1.33727550506592,1.2074294090271,1.28269290924072,1.01347315311432,0.846328258514404,NA,27.7702538684234,NA,NA,NA,NA,NA,NA,NA,NA,-0.707986663883746,78.3062000117318,-0.449837908204593,72.2526488751745,NA,NA,NA,NA,NA,NA,58.8712784219,184801641.55377,1224388146.57693,NA,3276187709.49721,NA,NA
Australia,3.71,3.98,3.82,3.97,3.75,3.87,3.25,1.67455554008484,0.97081196308136,1.76737761497498,1.3939208984375,1.55606377124786,1.89657723903656,11,6.52594691958162,100,NA,NA,NA,132.354217529297,NA,NA,57.3,0.357260119339967,75.0831825076589,-2.21331098520115,21.8734041196439,0,16.22236633,18.63973045,104.5,97.5,NA,136.9846013094,257957671511.957,237122119992.296,4,1428266513154.48,12.8,98.7
Austria,4.08,4.25,4.09,4.18,4.03,3.71,3.88,1.85344958305359,0.884671747684479,1.56836605072021,1.39915668964386,1.45610499382019,1.5240364074707,4,7.41484880182237,52.2,NA,NA,98.2095718383789,98.9431686401367,NA,NA,53.41,3.00079873006773,71.2730773045237,0.96250031620649,55.4622191178234,0,18.42534637,15.80883408,98.78,100.51,NA,121.0089774989,176297699854.725,174896031205.128,6,454991174096.094,27.2,98.4
Azerbaijan,NA,NA,NA,NA,NA,NA,NA,-0.619775176048279,-0.711426675319672,-0.852769494056702,-1.50821161270142,-0.145044252276421,-0.314388334751129,8,14.4928276416724,41.5,46.08246,46.3142,100.641212463379,94.539436340332,92.9331512451172,15.42982,59.4,16.5120111871348,64.6070768616091,12.8438942107618,54.0922938620586,0.65701377,73.22861481,2.80753398,125.25,113.33,0.1251,122.4471592342,20793769000,10952441000,28,47112479289.4186,41.4,99.39
"Bahamas, The",2.27,2.75,2.52,2.41,2.53,2.68,2.5,0.0695338472723961,0.84756064414978,1.09553563594818,0.774486243724823,0.500147342681885,0.16780361533165,6,19.227624604989,0,51.74453,49.56616,NA,NA,93.0125198364258,19.44891,NA,-4.3149775557944,78.154043118164,-8.81388554037792,35.9289056078902,0.479231,27.34990501,15.69725895,102.52,101.85,2.51641,123.2853025744,641734133.8575,3316814472.20447,77,12653600000,48.5,99
Bahrain,2.86,3.29,3.01,2.72,2.93,2.67,3.02,0.38398140668869,-0.846307814121246,-0.176231503486633,-1.41806530952454,0.119554743170738,0.40541660785675,1,9.24667873826657,28,51.68301,49.38092,100.607452392578,100.528327941895,74.1388320922852,11.92315,NA,7.69898928867474,57.0365441324527,-6.44033153143824,79.2525219237919,0,30.0035767,7.23445148,95.87,138.95,0.35806,109.0879855639,18043617021.2766,19110106382.9787,14,37802005319.1489,16.3,99.6
Bangladesh,2.48,2.92,2.79,2.39,2.58,2.3,2.56,-0.649730861186981,-0.985568642616272,-0.926946818828583,-0.742027103900909,-0.762530446052551,-0.849186778068542,5,NA,0,53.89255,50.7497,NA,72.0846557617188,61.3000450134277,30.05459,NA,-7.16505583541009,73.548818695749,-2.20772638117645,12.6747879443391,5.8310504,70.67902374,3.75035429,108,107.75,3.77704,121.2279059919,38681904956.1401,55966038847.7107,172,321379163135.647,32,52.7
Barbados,NA,NA,NA,NA,NA,NA,NA,0.363926589488983,0.900504648685455,1.37191247940063,1.10209810733795,0.385415732860565,0.531776666641235,6,22.6076454123435,0,49.59379,48.32328,88.6160736083984,108.507553100586,77.3702392578125,13.9917,54.39,-4.414116131511,86.7726949132432,NA,35.5248066264005,1.18787313,46.51942825,9.88513851,114.82,108.19,NA,92.755336827,NA,NA,47,5097283200,39.5,99
Belarus,2.64,3.18,2.54,2.44,2.57,2.35,2.31,-0.892303824424744,0.353457748889923,-0.15480200946331,-1.363152384758,-0.297697931528091,-0.815192759037018,3,10.174099196494,0,49.88064,48.51596,96.189453125,93.8938827514648,99.4829406738281,19.23259,63.86,1.51569653368215,69.2928384565075,0.0381468531992589,70.4545454545455,0.20678577,25.44559479,10.30541611,91.5,99.37,0.0424,126.0419679638,33429800000,35932600000,1,60031163987.191,41.9,NA
Belgium,4.13,4.41,4.05,3.98,4.04,3.66,3.99,1.33861649036407,0.39363044500351,1.42942035198212,1.33021223545074,1.22472155094147,1.25903940200806,8,9.71106903090542,0,NA,NA,NA,165.985092163086,82.5507736206055,NA,46.77,-0.335528163411519,74.9195523624782,-0.873036413661157,83.0796294670067,0,17.81747818,15.94669056,86.86,98.38,NA,117.984952718,327108275999.094,329111221409.029,5,543299066998.892,33.8,NA
Belize,NA,NA,NA,NA,NA,NA,NA,-0.842277705669403,-0.0022222048137337,-0.169436514377594,0.431013256311417,-0.627337217330933,-0.666695117950439,4,20.1837999752106,0,50.89064,47.73658,104.173347473145,88.3679733276367,74.6687469482422,19.78332,NA,2.44060475161987,76.8250539956803,-6.5137969771114,51.0799136069114,2.49864268,23.19898796,12.2098484,95.73,98.65,5.12112,83.8029268954,451249163.10216,917235592.676867,78,2315000000,46.5,94.8
Benin,2.5,3.42,2.75,2.5,2.75,2.56,2.73,-0.691577911376953,-0.1470747590065,-0.391388416290283,0.24830150604248,-0.631400346755981,-0.393426120281219,6,46.9826051378283,0,NA,47.67029,NA,NA,25.8116302490234,39.19712,55.64,-7.2467332525278,80.8602202275765,-4.54919534814552,27.2742306189085,30.1641407,44.44203949,2.96292877,117.21,109.45,14.79478,198.846237438,3344316327.72816,3899915261.40386,542,14262408079.7005,64,78.1
Bermuda,NA,NA,NA,NA,NA,NA,NA,0.816888570785522,1.13303458690643,1.17916560173035,NA,1.32705497741699,0.813936293125153,NA,20.7916852924833,NA,NA,NA,NA,89.8804016113281,NA,NA,NA,25.4030423844416,60.5046348749795,12.3021020474022,51.4791563825902,NA,NA,NA,NA,NA,NA,81.8181818287,16661582.4527967,1100477022.85,NA,7225977000,NA,NA
Bhutan,2.35,2.49,2.35,1.91,2.17,2.14,1.8,0.548555254936218,1.07745289802551,1.59051811695099,0.042394045740366,0.28326153755188,-0.376959830522537,4,NA,35.9,52.37815,49.2808,89.4843292236328,93.1926116943359,40.3424911499023,34.66868,53.17,-22.5515995969164,74.9347152386845,-19.5414546880833,30.8177060148869,6.05179501,13.16380501,7.70324659,88.02,95.2,6.05873,110.2688863303,602753463.424206,1020219249.66273,57,2446867582.27133,44.3,96.2
Bolivia,2.21,2.74,2.13,2.15,2.36,2.32,2.54,-1.21184551715851,-0.286690950393677,-0.688172459602356,-0.0593984983861446,-0.329635828733444,-1.00710666179657,0,7.65283906071634,52.9,47.48791,48.67685,89.5033493041992,NA,63.2818603515625,17.79827,61.49,-5.13237449423726,84.536021934525,-4.28165522078624,25.9887950588635,1.62937176,22.10827065,12.9346056,107.97,109.45,1.82557,102.7382309886,8940200488.77685,9301944791.5431,171,40287647930.5355,35.3,71.5
Bosnia and Herzegovina,2.8,3.21,2.89,2.42,2.81,2.63,2.84,-0.22513185441494,-0.400912255048752,-0.605827152729034,-0.259293049573898,-0.670606136322021,-0.141394659876823,7,15.8118385517668,12.9,51.45439,48.53871,87.6003036499023,86.3890533447266,87.0114669799805,16.92651,24.99,-14.4629640705243,93.0131663728792,-3.23063143984722,41.9845635628313,0.42419314,29.31168938,15.14290047,127.66,115.08,0.08919,140.8879147583,6285525098.67986,10821238645.4887,6,20484048415.5019,14.9,99.9
Botswana,NA,NA,NA,NA,NA,NA,NA,0.383702307939529,0.958273768424988,0.719505965709686,0.462329059839249,0.254732549190521,0.623929619789124,5,12.2000131292421,53.6,NA,NA,NA,NA,NA,NA,NA,1.00118385282909,72.5657014943458,0.392946349031096,44.2281439237392,8.53516006,5.10579252,11.54210281,134.93,95.98,NA,104.1126230376,6594497839.94667,6108331589.04801,162,17031943186.1353,60.2,NA
Brazil,3.09,3.51,3.11,2.93,2.99,2.41,2.88,-0.302387714385986,-0.459640145301819,-0.480606287717819,0.37796550989151,-0.520446002483368,-0.293125450611115,2,5.38447644097633,80.5,NA,NA,NA,106.633720397949,88.4911193847656,NA,46.59,0.393795616050562,84.5111627535768,-2.85841617595429,14.6349994952986,0.08543605,24.82529449,10.31529808,109.71,107.09,NA,124.1495875577,239519568687.195,196146816358.4,59,1916933708404.16,36.1,98.8
British Virgin Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.7619018554688,NA,94.7368392944336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6086956471,NA,NA,NA,NA,NA,NA
Brunei Darussalam,2.71,3.17,2.75,2.46,2.71,2.62,2.51,0.598773419857025,1.2358136177063,0.761487543582916,-0.85771518945694,1.21318626403809,0.676745414733887,12,12.1391157382379,0,49.21436,48.56861,102.77953338623,92.425537109375,77.7889175415039,9.89521,51.54,9.96823288344899,43.6828222501503,6.92810028080288,51.93227637834,0,4.85835171,7.14021063,98.64,102.11,0.05216,103.4784621584,6470749447.40846,4106071118.16139,45,13567164444.9707,41.9,NA
Bulgaria,2.88,3.31,3.02,2.76,3.03,2.94,3.23,-0.105625674128532,0.444267064332962,-0.18804033100605,0.365130007266998,0.112081617116928,0.60575270652771,8,9.75666371350693,0,NA,NA,94.2131881713867,93.4950180053711,93.2535781860352,NA,46.93,2.54004703577607,76.245693594183,0.842414686988508,65.6958529144087,NA,40.51738358,11.41795921,108.07,105.8,NA,132.5037692922,32721830000,35922560000,7,66399602077.1693,20.1,NA
Burkina Faso,2.46,3.04,2.4,2.43,2.62,2.41,2.92,-0.458880722522736,-1.06025648117065,-0.131240993738174,-0.0610174685716629,-0.643938779830933,-0.40524896979332,6,12.1553570934943,1.1,49.29677,48.71518,65.4495468139648,39.6370315551758,47.0903091430664,39.72173,36.19,-4.43781333980506,82.6987085208033,-4.18372491709514,28.0789061419219,15.18416309,35.83074951,8.78477097,107.68,112.24,5.63368,149.5004294272,3954237905.00671,3664161917.36852,277,15890066209.8959,60.3,NA
Burundi,2.33,2.17,2.01,1.95,2.06,1.69,2.21,-1.5139068365097,-1.57021856307983,-1.47806668281555,-1.6694837808609,-1.44970750808716,-1.00991177558899,2,16.7479405418771,0,53.25895,50.11885,61.619930267334,50.5418701171875,50.4025382995605,42.52383,NA,-15.2283938361636,104.124953712126,-13.5965474732551,5.6856543143069,42.4523468,26.72955132,8.31280804,121.26,124.44,24.33103,149.4359272927,180189335.845191,676112757.365816,518,2667182198.97925,60.2,NA
Cabo Verde,NA,NA,NA,NA,NA,NA,NA,0.393016159534454,0.833078503608704,0.755641520023346,0.975099623203278,0.340959072113037,-0.0363074876368046,1,30.1994885008568,0,52.52862,47.80358,84.1860504150391,88.0045471191406,71.1140289306641,21.07361,43.09,-14.1355371232885,86.6493779387795,-4.40170435637726,45.865993464408,9.54118061,26.14455986,10.39242458,72.04,77.86,5.51184,113.0998999998,273630686.320436,956957921.512813,48,2205099509.15921,46.6,97.3
Cambodia,2.41,3.16,2.52,2.14,2.58,2.37,2.79,-1.13457536697388,0.11081126332283,-1.35679519176483,-1.232750415802,-0.600180506706238,-0.536904513835907,10,7.41186393155405,50.4,51.7974,48.1383,88.5619888305664,54.3048439025879,56.4096450805664,41.7035,NA,-1.70715780896898,75.6072132011214,-11.7841263423208,61.5957275117758,6.49763823,60.96880341,7.16890669,114.74,111.42,4.97518,148.6728489823,12962698484.4803,18806463875.6889,209,24571753581.7841,53.3,NA
Cameroon,2.6,2.57,2.47,2.57,2.6,2.46,2.87,-1.10289537906647,-1.40175902843475,-1.16267454624176,-1.12902331352234,-0.857515573501587,-0.812619864940643,6,20.0391865522141,0,NA,47.0142,60.9040107727051,42.9401702880859,52.8941688537598,44.83412,NA,-3.11509593899185,83.5770663038862,-3.52564129722321,18.7362534690181,14.29008865,72.26169586,1.95703375,100.5,99.71,11.92181,93.7106043345,5184326571.14549,5717353463.30845,424,39973842058.565,66.7,69
Canada,3.9,3.96,3.81,3.75,3.73,3.6,3.38,1.71509540081024,0.963774383068085,1.78985774517059,1.50185120105743,1.67517793178558,1.69941985607147,9,7.93445182112811,100,NA,NA,NA,111.47477722168,74.949821472168,NA,58.03,-1.94907839790452,78.5683678106627,-2.38511481724633,32.3254037264858,0,15.20395756,18.63416862,107.06,109.32,NA,110.303396958,452322709541.459,469161032559.01,11,1725297938435.76,25.5,98
Cayman Islands,NA,NA,NA,NA,NA,NA,NA,0.739916861057281,1.11062347888947,0.456312149763107,0.472064346075058,1.15808200836182,0.966315627098084,NA,NA,NA,49.68354,48.38334,126.523300170898,102.675392150879,89.7435913085938,15.74725,NA,26.0585759506255,NA,-16.7723985848604,71.587849045473,NA,NA,NA,NA,NA,0,63.787088214,309415669.515355,1128100444.62916,NA,5530178498.90783,NA,NA
Central African Republic,1.93,2.33,2.1,1.93,2.15,2.24,2.3,-1.71663010120392,-2.1720871925354,-1.23319137096405,-1.20345211029053,-1.735271692276,-1.39432609081268,6,20.560841951453,0,NA,NA,NA,NA,NA,NA,NA,-17.7801400008917,101.400140000892,NA,15.9400300007701,51.37660217,41.67272949,3.91087461,109.07,106.86,NA,191.7511230099,NA,NA,868,2220979144.52008,59.8,NA
Chad,2.62,2.62,2.37,2.37,2.42,2.15,2.37,-1.33120822906494,-1.47796535491943,-1.4041200876236,-1.46489036083221,-1.56217360496521,-1.12444484233856,6,NA,0,NA,NA,33.9625587463379,14.4200096130371,18.6257305145264,NA,48.9,-1.82338883499531,80.9558799030428,NA,36.1906824485852,19.3388176,64.376091,4.87230015,103.42,114.6,NA,110.0678631053,NA,NA,1076,11239167890.2816,60.5,NA
Channel Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10422948632.4216,NA,NA
Chile,3.13,3.8,3.2,3.21,3.32,3.27,3.27,0.939828157424927,0.412628829479218,0.958148717880249,1.02587056159973,0.907250463962555,1.30045235157013,4,9.61432324289901,32.4,NA,NA,97.6894683837891,103.21607208252,80.8266983032227,NA,45.37,-1.11896115392177,76.915882729562,-4.49058036102366,28.529044739773,0,33.24672699,18.30398941,112.77,108.63,NA,120.6397856815,74838121947.413,70429568219.0039,15,295402646018.151,16,99.8
China,3.59,3.84,3.65,3.75,3.61,3.29,3.54,-0.186719536781311,-0.298641502857208,-0.286587774753571,-1.45992791652679,0.496618092060089,-0.22858552634716,3,6.18908395984885,0,47.92337,46.47985,NA,NA,67.3967514038086,16.42675,NA,0.65842297069049,55.0576888619141,0.173667289327805,19.1121035364139,0.00064801,35.75065613,8.76146317,104.47,103.16,0.00571,109.3789312203,2417442805605.76,2037369286973.76,20,13894907485398.9,30.2,NA
Colombia,2.87,3.17,3.08,2.67,2.94,2.61,3.19,-0.383665770292282,-0.806959629058838,-0.339970648288727,0.172091424465179,-0.139319524168968,0.224889174103737,11,12.5406220745966,78.4,49.97378,48.13149,105.190063476562,102.91561126709,NA,23.3015,47.02,-4.73531344181107,83.5398378806853,-4.201383446849,15.8997196775431,NA,15.1307478,15.75658035,98.88,101.98,1.62283,117.044139299,42993049352.7615,49387004271.9763,63,334198218100.716,20.5,98.4
Comoros,2.21,2.8,2.93,2.25,2.56,2.62,2.49,-1.14288461208344,-0.361675262451172,-0.851346492767334,-0.494234681129456,-1.71594655513763,-1.18982172012329,6,38.322088235504,0,50.78499,49.0784,NA,65.0457077026367,29.4941291809082,28.05781,NA,-17.178107363171,102.31001443759,-2.83225012355766,12.909022989086,13.1380415,67.24486542,3.99391246,107.32,105.81,14.4633,243.515635033,43601538.2469796,247235754.9112,244,1188797449.96036,56.4,NA
"Congo, Dem. Rep.",2.49,2.69,2.51,2.12,2.43,2.37,2.37,-1.80321037769318,-2.0807466506958,-1.51754856109619,-1.49919176101685,-1.57233321666718,-1.48891973495483,6,8.55138709790225,0,NA,NA,NA,NA,28.6143093109131,NA,NA,-4.81267262083075,84.2117130043808,-3.5156285808349,32.5535282648245,35.21685028,41.61063766,4.4758954,108.51,107.82,NA,230.3300448788,15966849816.9222,14972692990.5029,543,47568210020.9338,61.6,85.2
"Congo, Rep.",2.28,2.95,2.38,2.07,2.49,2.27,2.87,-1.13426172733307,-0.348402857780457,-1.37775588035583,-1.19380259513855,-1.2001781463623,-1.4128532409668,6,15.5154182694521,0,NA,NA,66.0263519287109,46.2356071472168,37.7231101989746,NA,NA,22.0233755786105,52.7902398987477,NA,71.0295689513304,5.47522306,50.25749588,3.48717761,102.43,102.69,NA,129.3644104018,NA,NA,370,13670038019.8594,69.2,NA
Costa Rica,2.7,3.16,2.96,2.49,2.79,2.63,2.78,0.467701107263565,0.453240990638733,0.501532554626465,1.11910879611969,0.352696746587753,0.476172715425491,10,12.9166824534422,87.9,50.21978,49.0634,96.1244583129883,133.874176025391,78.9696807861328,12.2047,42.87,0.531679535671247,81.0984598983196,-2.99153112707603,33.7385107761536,0.0062117,22.4164257,27.81198311,104,105.65,1.91726,122.0072974206,11730272939.5114,16350138994.7998,18,62420164964.6987,16,98.5
Cote d'Ivoire,3.23,3.23,3.14,2.89,3.08,2.78,3.21,-0.602161288261414,-0.898008048534393,-0.52569717168808,-0.248956933617592,-0.647259414196014,-0.254712522029877,6,21.0509451648051,9.6,43.18875,47.90466,65.8000793457031,43.3195991516113,30.2454490661621,41.8223,NA,-0.64910887657004,78.3963183775059,-3.90363087003055,22.6941999168587,12.27736473,39.2853241,5.11727667,116.96,114.56,NA,101.5456109169,11917663544.6429,9714987733.58141,522,58522477744.7313,65.4,NA
Croatia,3.1,3.59,3.01,3.01,3.1,2.98,2.93,0.301379770040512,0.793498814105988,0.0469512343406677,0.446271419525146,0.514107942581177,0.48981836438179,5,12.3816822401309,100,NA,NA,99.9284133911133,104.492301940918,93.3703002929688,NA,41.26,-0.87843683487284,77.7035330600237,1.57240211228404,49.3929449603522,0.00422894,11.38725431,12.24881718,100.5,102.18,NA,134.6370207307,14404843883.554,25844860718.5399,5,61330483609.8835,10.3,NA
Cuba,2.2,2.46,2.15,2.04,2.2,2.03,2.27,-0.464358031749725,0.640438854694366,0.134128853678703,-1.45681869983673,-0.250046610832214,-1.47934222221375,NA,NA,NA,52.03969,47.48721,91.5126724243164,100.892478942871,80.6999282836914,9.16029,NA,1.96201899050475,86.0039980009995,NA,14.5227386306847,0.08804822,11.17386532,14.9355917,91.8,95.02,0.2578,70.843433951,NA,NA,39,100050000000,19.4,99.9
Curacao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.14,NA,NA,-26.9083057719824,NA,NA,NA,NA,NA,NA,NA,125.701967037,586007030.603352,1757053885.36313,NA,3020388826.81564,NA,NA
